Numéro notice,Titre,Titre Article,Auteurs,Auteurs collectifs,Collection,Volume,Numéro,Date,DateDébut,DateFin,Édition,Collation,Éditeur,Lieu,Notes,Régions,Sujets
0453,Revue du Nouvel-Ontario,Le monde juridique et la société franco-ontarienne : voies inexplorées,"CHAMPAGNE, René|PALLARD, Henri R",,,,10,1988,1988-01-01,1988-12-31,,pp. 9-16,,,,Ontario,Droit|Politique|Sociologie|Solidarité
0454,Revue du Nouvel-Ontario,Par delà la simple survie : vivre la common law en français -- le nouveau défi des programmes de common law dans les universités canadiennes,"MANWARING, John A.",,,,10,1988,1988-01-01,1988-12-31,,pp. 21-34,,,,Ontario,Droit|Juridique|Éducation|Post-secondaire
0455,Revue du Nouvel-Ontario,Le compromis de la Cour suprême du Canada en matière de droits linguistiques,"BRAEN, André",,,,10,1988,1988-01-01,1988-12-31,,pp. 39-48,,,,Ontario,Droit|Langue|Langue|Politique
0456,Revue du Nouvel-Ontario,Les difficultés relatives à la reconnaissance constitutionnelle des droits linguistiques en Ontario,"BASTARACHE, Michel",,,,10,1988,1988-01-01,1988-12-31,,pp. 51-65,,,,Ontario,Droit|Langue
0457,Revue du Nouvel-Ontario,Le droit à l'instruction en français en Ontario en dépit de la loi ou avec la loi,"FOUCHER, Pierre",,,,10,1988,1988-01-01,1988-12-31,,pp. 67-81,,,,Ontario,Droit|Langue|Langue|Politique
0458,Revue du Nouvel-Ontario,Les droits linguistiques des justiciables et témoins en Ontario,"SAINT-AUBIN, Étienne A.",,,,10,1988,1988-01-01,1988-12-31,,pp. 83-94,,,,Ontario,Droit|Langue
0459,Revue du Nouvel-Ontario,Les juges de l'Ontario français,"PELLETIER, Jean-Yves",,,,10,1988,1988-01-01,1988-12-31,,pp. 99-111,,,,Ontario,Droit|Juridique
0460,Revue du Nouvel-Ontario,Le français dans la pratique du droit en Ontario,"DENNIE, Donald",,,,10,1988,1988-01-01,1988-12-31,,pp. 113-119,,,,Ontario,Droit|Juridique
0461,Revue du Nouvel-Ontario,Impact de l'immersion sur l'éducation en langue française : perspective et tentative de synthèse,"BORDELEAU, Louis-Gabriel",,,,9,1987,1987-01-01,1987-12-31,,pp. 11-27,,,,Ontario,Éducation|Pédagogie
0462,Revue du Nouvel-Ontario,Impact de l'essor de l'immersion sur l'éducation et le devenir des Franco-Ontariens,"MOUGEON, Raymond",,,,9,1987,1987-01-01,1987-12-31,,pp. 31-48,,,,Ontario,Éducation|Pédagogie
0463,Revue du Nouvel-Ontario,La dualité canadienne : l'illusion d'être partenaire,"BURNS, Georges E.|SÉGUIN, Jean",,,,9,1987,1987-01-01,1987-12-31,,pp. 51-69,,,,Ontario,Éducation
0464,Revue du Nouvel-Ontario,L'école de langue française à Toronto,"HELLER, Monica",,,,9,1987,1987-01-01,1987-12-31,,pp. 71-91,,,,Ontario,Éducation|École|Sociologie|Identité
0465,Revue du Nouvel-Ontario,Les aspects politiques et culturels du programme d'immersion,"SIZE-CAZABON, Judy",,,,9,1987,1987-01-01,1987-12-31,,pp. 93-114,,,,Ontario,Éducation|Pédagogie|Langue|Politique
0466,Revue du Nouvel-Ontario,Le programme d'immersion française... boule de neige,"BRADLEY, Robert P",,,,9,1987,1987-01-01,1987-12-31,,pp. 117-125,,,,Ontario,Éducation|Pédagogie
0467,Revue du Nouvel-Ontario,L'immersion française au secondaire dans les écoles de Sudbury,"LAGACÉ, Michel Francis",,,,9,1987,1987-01-01,1987-12-31,,pp. 127-139,,,,Ontario,Éducation|Pédagogie|Éducation|École
0468,Revue du Nouvel-Ontario,Le développement de la communauté franco-ontarienne,"GRANDMAITRE, Bernard",,,,8,1986,1986-01-01,1986-12-31,,pp. 13-17,,,,Ontario,Langue|Politique
0469,Revue du Nouvel-Ontario,"Constitution, droits et minorités","BEATY, Stuart",,,,8,1986,1986-01-01,1986-12-31,,pp. 19-27,,,,Ontario,Langue|Politique|Droit|Politique
0470,Revue du Nouvel-Ontario,"Langue, droit et institutions autonomes","BRAEN, André",,,,8,1986,1986-01-01,1986-12-31,,pp. 29-40,,,,Ontario,Droit|Langue
0471,Revue du Nouvel-Ontario,Le rôle social des institutions,"BERNARD, Roger",,,,8,1986,1986-01-01,1986-12-31,,pp. 41-48,,,,Ontario,Sociologie|Solidarité
0472,Revue du Nouvel-Ontario,"Minorités, autonomie et dépendance : vue d'un littéraire","DORAIS, Fernand",,,,8,1986,1986-01-01,1986-12-31,,pp. 49-61,,,,Ontario,Culturel|Production
0473,Revue du Nouvel-Ontario,Les mots et les choses : commentaires,"LAFLAMME, Simon",,,,8,1986,1986-01-01,1986-12-31,,pp. 63-69,,,Actes du Colloque «Minorité culturelle et institutions : l'Ontario français».,Ontario,Sociologie|Solidarité
0474,Revue du Nouvel-Ontario,"Églises, minorité et développement","HARVEY, Julien",,,,8,1986,1986-01-01,1986-12-31,,pp. 71-74,,,,Ontario,Sociologie|Solidarité
0475,Revue du Nouvel-Ontario,Gestion scolaire et développement culturel,"LAPOINTE, Maurice",,,,8,1986,1986-01-01,1986-12-31,,pp. 75-78,,,,Ontario,Éducation|Administration|Sociologie|Solidarité
0476,Revue du Nouvel-Ontario,L'école et l'église : commentaires,"GARAND, Gilles",,,,8,1986,1986-01-01,1986-12-31,,pp. 95-96,,,Actes du Colloque «Minorité culturelle et institutions : l'Ontario français».,Ontario,Sociologie|Solidarité|Éducation|École
0477,Revue du Nouvel-Ontario,L'ACFO et la lutte pour le pouvoir symbolique,"FRENETTE, Normand",,,,8,1986,1986-01-01,1986-12-31,,pp. 79-93,,,,Ontario,Culturel|Association|Politique|Nationalisme
0478,Revue du Nouvel-Ontario,Vie culturelle et institutions autonomes : minorités culturelles et institutions,"LAPOINTE, Jean",,,,8,1986,1986-01-01,1986-12-31,,pp. 97-102,,,,Ontario,Sociologie|Solidarité
0479,Revue du Nouvel-Ontario,"Économie et société minoritaires, propos incertains sur l'économie et la minorité francophone en Ontario : vers un nouveau regard sur le passé et le présent franco-ontariens","OUELLET, Fernand",,,,8,1986,1986-01-01,1986-12-31,,pp. 103-119,,,,Ontario,Sociologie|Économie
0480,Revue du Nouvel-Ontario,"Minorités et institutions économiques, le rôle des coopératives au sein des minorités : le cas des francophones au Canada","BRIDAULT, Alain",,,,8,1986,1986-01-01,1986-12-31,,pp. 121-126,,,,Ontario,Économie|Coopération
0481,Revue du Nouvel-Ontario,Les structures sociales et économiques : commentaires,"CACHON, Jean-Charles",,,,8,1986,1986-01-01,1986-12-31,,pp. 127-130,,,Actes du colloque «Minorité culturelle et institutions : l'Ontario français».,Ontario,Sociologie|Économie
0482,Revue du Nouvel-Ontario,La minorité dans la société ontarienne,"GUEGUEN-CHARRON, Laura",,,,8,1986,1986-01-01,1986-12-31,,pp. 131-138,,,,Ontario,Sociologie|Identité
0483,Revue du Nouvel-Ontario,L'éducation et l'épanouissement de la minorité franco-ontarienne,"TREMBLAY, Onésime",,,,8,1986,1986-01-01,1986-12-31,,pp. 139-144,,,,Ontario,Éducation
0484,Revue du Nouvel-Ontario,Le support gouvernemental et l'épanouissement de la communauté franco-ontarienne,"BEAUREGARD, Rémy",,,,8,1986,1986-01-01,1986-12-31,,pp. 145-149,,,,Ontario,Langue|Politique|Politique|Administration
0485,Revue du Nouvel-Ontario,Avenir et orientation : commentaires,"CAZABON, Benoît",,,,8,1986,1986-01-01,1986-12-31,,pp. 151-157,,,Actes du colloque «Minorité culturelle et institutions : l'Ontario français».,Ontario,Sociologie|Identité
0486,Revue du Nouvel-Ontario,Stratégie de développement des communautés de langue officielle,"GERVAIS, Aurèle",,,,8,1986,1986-01-01,1986-12-31,,pp. 159-163,,,,Ontario,Langue|Politique
0487,Revue du Nouvel-Ontario,L'enseignement supérieur en Ontario français (1848-1965),"GERVAIS, Gaétan",,,,7,1985,1985-01-01,1985-12-31,,pp. 11-52,,,,Ontario,Éducation|Post-secondaire|Éducation|Histoire
0488,Revue du Nouvel-Ontario,L'enseignement de la littérature et de la culture franco-ontariennes,"BÉLANGER, Georges",,,,7,1985,1985-01-01,1985-12-31,,pp. 53-68,,,,Ontario,Éducation|Pédagogie|Culturel|Production
0489,Revue du Nouvel-Ontario,Langue d'enseignement et comportement universitaire des Franco-Ontariens,"CARRIER, Denis",,,,7,1986,1986-01-01,1986-12-31,,pp. 69-90,,,,Ontario,Éducation|Post-secondaire|Langue|Comportement
0490,Revue du Nouvel-Ontario,Les écoles franco-ontariennes et la préparation aux études post-secondaires,"FRENETTE, Normand|CHURCHILL, Stacy|QUAZI, Saeed",,,,7,1985,1985-01-01,1985-12-31,,pp. 91-108,,,,Ontario,Éducation|Post-secondaire|Éducation|École
0491,Revue du Nouvel-Ontario,La minorité française et les programmes universitaires dans le Nord-Est de l'Ontario : une université inachevée,"CACHON, Jean-Charles",,,,7,1985,1985-01-01,1985-12-31,,pp. 109-113,,,Rapport Cachon.,Ontario,Éducation|Post-secondaire
0492,Revue du Nouvel-Ontario,Historique du bilinguisme à l'Université Laurentienne,"DENNIE, Donald",,,,7,1985,1985-01-01,1985-12-31,,pp. 115-118,,,Rapport Dennie.,Ontario,Éducation|Post-secondaire
0493,Revue du Nouvel-Ontario,Vision française de l'Ontario francophone,"LEFIER, Yves",,,,6,1984,1984-01-01,1984-12-31,,pp. 15-24,,,,Ontario,Culturel|Production
0494,Revue du Nouvel-Ontario,"L'Ontario, terre privilégiée de colonisation hors-Québec : une perception québécoise (1850-1930)","VALLIERES, Gaétan",,,,6,1984,1984-01-01,1984-12-31,,pp. 25-36,,,,Ontario,Histoire|Politique|Nationalisme|Géographie|Territoire
0495,Revue du Nouvel-Ontario,"Lantagnac, un modèle proposé à l'admiration des Ontarois","LEMIRE, Maurice",,,,6,1984,1984-01-01,1984-12-31,,pp. 37-48,,,,Ontario,Histoire|Politique|Nationalisme
0496,Revue du Nouvel-Ontario,Remarques sur la communauté franco-ontarienne comme entité politique,"GUINDON, René",,,,6,1984,1984-01-01,1984-12-31,,pp. 49-68,,,,Ontario,Politique|Nationalisme
0497,Revue du Nouvel-Ontario,Pour une description linguistique du fait français en Ontario,"CAZABON, Benoît",,,,6,1984,1984-01-01,1984-12-31,,pp. 69-93,,,,Ontario,Langue|Description
0498,Revue du Nouvel-Ontario,Le défi d'une communauté en mutation,"CLOUTIER, André",,,,6,1984,1984-01-01,1984-12-31,,pp. 97-105,,,,Ontario,Sociologie|Identité
0499,Revue du Nouvel-Ontario,La perception des Franco-Ontariens par un Anglo-Ontarien,"GILBERT, Angus",,,,6,1984,1984-01-01,1984-12-31,,pp. 107-112,,,,Ontario,Sociologie|Identité
0500,Revue du Nouvel-Ontario,Sudbury face à ses défis,"ANGRAND, Jean",,,,5,1983,1983-01-01,1983-12-31,,pp. 15-27,,,,Ontario,Histoire|Économie
0501,Revue du Nouvel-Ontario,L'évolution de la structure d'occupations de Sudbury (1931-1981),"CHARETTE, Denis|DENNIE, Donald|LAPALME, Lucie",,,,5,1983,1983-01-01,1983-12-31,,pp. 29-35,,,,Ontario,Histoire|Économie
0502,Revue du Nouvel-Ontario,Les Franco-Ontariens et la constitution,"RABIER, Christiane",,,,5,1983,1983-01-01,1983-12-31,,pp. 37-49,,,,Ontario,Droit|Politique
0503,Revue du Nouvel-Ontario,Les avocats de Sudbury et la politique,"RIBORDY, François-Xavier",,,,5,1983,1983-01-01,1983-12-31,,pp. 51-65,,,,Ontario,Droit|Politique
0504,Revue du Nouvel-Ontario,La stratégie de développement institutionnel de l'élite canadienne-française de Sudbury : ou le triomphe de la continuité,"GERVAIS, Gaétan",,,,5,1983,1983-01-01,1983-12-31,,pp. 67-92,,,,Ontario,Histoire|Sociologie|Solidarité|Politique|Nationalisme
0505,Revue du Nouvel-Ontario,Les Jésuites à Sudbury : soixante ans d'enseignement de la philosophie (1921-1981),"BILODEAU-GUINAMARD, Bénédicte",,,,5,1983,1983-01-01,1983-12-31,,pp. 93-109,,,,Ontario,Histoire|Religion|Éducation|Pédagogie
0506,Revue du Nouvel-Ontario,L'évolution des sciences infirmières chez les Franco-Ontariens de Sudbury,"BOUCHARD, Jeannette",,,,5,1983,1983-01-01,1983-12-31,,pp. 111-120,,,,Ontario,Sociologie|Services
0507,Revue du Nouvel-Ontario,Parler français en Ontario,"CAZABON, Benoît",,,,5,1983,1983-01-01,1983-12-31,,pp. 121-128,,,,Ontario,Langue|Comportement
0508,Revue du Nouvel-Ontario,Éperdument : imaginaire et sensualité,"LIDDLE, Michel",,,,5,1983,1983-01-01,1983-12-31,,pp. 129-136,,,,Ontario,Culturel|Production
0509,Revue du Nouvel-Ontario,Genèse d'éditions francophones en Ontario,"TREMBLAY, Gaston",,,,4,1982,1982-01-01,1982-12-31,,pp. 1-20,,,,Ontario,Culturel|Production
0510,Revue du Nouvel-Ontario,Auteurs et oeuvres : bio-bibliographies,"BRUNET-LAMARCHE, Anita",,,,4,1982,1982-01-01,1982-12-31,,pp. 21-43,,,,Ontario,Culturel|Production
0511,Revue du Nouvel-Ontario,L'espace à créer et l'espace qui reste,"DICKSON, Robert",,,,4,1982,1982-01-01,1982-12-31,,pp. 45-80,,,,Ontario,Culturel|Production
0512,Revue du Nouvel-Ontario,Ontarois : une prise de parole,"GRISÉ, Yolande",,,,4,1982,1982-01-01,1982-12-31,,pp. 81-88,,,,Ontario,Culturel|Production
0513,Revue du Nouvel-Ontario,Conscience et oubli : les deux misères de la parole franco-ontarienne,"PARÉ, François",,,,4,1982,1982-01-01,1982-12-31,,pp. 89-102,,,,Ontario,Culturel|Production
0514,Revue du Nouvel-Ontario,La littérature franco-ontarienne : réalité ou mirage?,"HESBOIS, Laure",,,,4,1982,1982-01-01,1982-12-31,,pp. 103-114,,,,Ontario,Culturel|Production
0515,Revue du Nouvel-Ontario,Les idéologies de l'Ontario français : un choix de textes (1912-1980),,,,,3,1981,1981-01-01,1981-12-31,,pp. 3-114,,,,Ontario,Généralité
0516,Revue du Nouvel-Ontario,La pensée politique des Franco-Ontariens au XXe siècle,"ARCHIBALD, Clinton",,,,2,1979,1979-01-01,1979-12-31,,pp. 13-30,,,,Ontario,Politique|Nationalisme
0517,Revue du Nouvel-Ontario,Pour les francophones : l'élection du 22 mai n'est pas de bonne augure,"BOUTIN, Thérèse",,,,2,1979,1979-01-01,1979-12-31,,pp. 31-34,,,,Ontario,Politique|Élection
0518,Revue du Nouvel-Ontario,Pour lever les contradictions structurelles de l'ACFO,"GUINDON, René",,,,2,1979,1979-01-01,1979-12-31,,pp. 35-40,,,,Ontario,Culturel|Association|Politique|Nationalisme
0519,Revue du Nouvel-Ontario,Le mouvement syndical en Ontario ... et les Franco-Ontariens,"DENNIE, Donald",,,,2,1979,1979-01-01,1979-12-31,,pp. 41-58,,,,Ontario,Sociologie|Travail
0520,Revue du Nouvel-Ontario,Qu'est-ce que Jean Gagnon fait dans le mouvement ouvrier?,"GAGNON, Jean",,,,2,1979,1979-01-01,1979-12-31,,pp. 59-62,,,,Ontario,Sociologie|Travail
0521,Revue du Nouvel-Ontario,La grève à l'Inco Metals : une grève de principe,"GAGNON, Jean",,,,2,1979,1979-01-01,1979-12-31,,pp. 63-65,,,,Ontario,Sociologie|Travail
0522,Revue du Nouvel-Ontario,De la difficulté d'être Franco-Ontarien,"SAVARD, Pierre",,,,1,1978,1978-01-01,1978-12-31,,pp. 11-22,,,,Ontario,Histoire|Sociologie|Identité
0523,Revue du Nouvel-Ontario,La situation de la vie franco-ontarienne,"DESLAURIERS, Omer",,,,1,1978,1978-01-01,1978-12-31,,pp. 23-33,,,,Ontario,Sociologie|Identité
0524,Revue du Nouvel-Ontario,Mais qui a tué André?,"DORAIS, Fernand",,,,1,1978,1978-01-01,1978-12-31,,pp. 34-56,,,,Ontario,Sociologie|Identité
0525,Revue du Nouvel-Ontario,Nous voulons vivre en français,Fédération des francophones hors Québec,,,,1,1978,1978-01-01,1978-12-31,,pp. 57-64,,,,Québec,Culturel|Association
0526,Revue du Nouvel-Ontario,Pour consacrer dans les faits la dualité nationale,"BEAUREGARD, Rémy",,,,1,1978,1978-01-01,1978-12-31,,pp. 65-68,,,,Ontario|Québec,Politique|Nationalisme
0527,Revue du Nouvel-Ontario,De la difficulté d'être idéologue franco-ontarien,"DENNIE, Donald",,,,1,1978,1978-01-01,1978-12-31,,pp. 69-90,,,,Ontario,Sociologie|Identité|Politique|Nationalisme
0528,Cahiers franco-canadiens de l'Ouest,Les mots du corps dans Alexandre Chenevert ou l'envers de la communication avortée,"TANGUAY, Céline",,,8,2,1996,1996-01-01,1996-12-31,,pp. 149-170,,,,Ouest,Culturel|Production
0529,Cahiers franco-canadiens de l'Ouest,"Alexandre Chenevert, de nouveaux avant-textes","THIFAULT, Jocelyne",,,8,2,1996,1996-01-01,1996-12-31,,pp. 171-180,,,,Ouest,Culturel|Production
0530,Cahiers franco-canadiens de l'Ouest,Le secret de La montagne secrète : une quête de la mère,"LAMARRE, Sylvie",,,8,2,1996,1996-01-01,1996-12-31,,pp. 181-199,,,,Ouest,Culturel|Production
0531,Cahiers franco-canadiens de l'Ouest,La poétique de l'alimentation dans Bonheur d'occasion,"PATERSON, Janet M.",,,8,2,1996,1996-01-01,1996-12-31,,pp. 201-218,,,,Ouest,Culturel|Production
0532,Cahiers franco-canadiens de l'Ouest,Gabrielle Roy : évolution d'un style narratif,"CLEMENTE, Linda M.",,,8,2,1996,1996-01-01,1996-12-31,,pp. 219-237,,,,Ouest,Culturel|Production
0533,Cahiers franco-canadiens de l'Ouest,"Margaret Laurence et Gabrielle Roy : un pays, deux mondes?","FRANZEN, Petra",,,8,2,1996,1996-01-01,1996-12-31,,pp. 239-270,,,,Ouest,Culturel|Production
0534,Cahiers franco-canadiens de l'Ouest,"Bibliographie annotée des études critiques sur Gabrielle Roy, 1984-1995","SAINT-MARTIN, Lori",,,8,2,1996,1996-01-01,1996-12-31,,pp. 283-371,,,,Ouest,Généralité|Référence|Culturel|Production
0535,Cahiers franco-canadiens de l'Ouest,L'appel des grands espaces,"LEMIRE, Maurice",,,8,1,1996,1996-01-01,1996-12-31,,pp. 9-27,,,,Ouest,Culturel|Production
0536,Cahiers franco-canadiens de l'Ouest,La fortune éditoriale d'un récit d'exploration : Relation d'un voyage à la côte du Nord-Ouest de Gabriel Franchère,"MALENFANT, Brigitte",,,8,1,1996,1996-01-01,1996-12-31,,pp. 29-47,,,,Ouest,Culturel|Production
0537,Cahiers franco-canadiens de l'Ouest,Du voyage à l'utopie : l'établissement d'une communauté dans le Nord-Ouest canadien,"LAUTHELIER, Rachel",,,8,1,1996,1996-01-01,1996-12-31,,pp. 49-65,,,,Ouest,Culturel|Production
0538,Cahiers franco-canadiens de l'Ouest,Référents culturels et récits de voyage dans le Nord-Ouest canadien à la fin du XIXe siècle,"RAJOTTE, Pierre",,,8,1,1996,1996-01-01,1996-12-31,,pp. 67-93,,,,Ouest,Culturel|Production
0539,Cahiers franco-canadiens de l'Ouest,Gagner sa vie dans l'Ouest de 1923-1926 : la correspondance de Hugues Fellot,"PERRAULT, Guy",,,8,1,1996,1996-01-01,1996-12-31,,pp. 95-115,,,,Ouest,Culturel|Production
0540,Cahiers franco-canadiens de l'Ouest,Le Canadian Pacific Railway ou l'arpenteur immobile,"ROITEL, Fabienne",,,8,1,1996,1996-01-01,1996-12-31,,pp. 117-128,,,,Ouest,Culturel|Production
0541,Cahiers franco-canadiens de l'Ouest,"La saga d'Éveline, un grand projet romanesque","ROBINSON, Christine",,,7,2,1995,1995-01-01,1995-12-31,,pp. 193-210,,,,Ouest,Culturel|Production
0542,Cahiers franco-canadiens de l'Ouest,Splendeurs et misères de la traductique,"AUBIN, Marie-Christine",,,7,2,1995,1995-01-01,1995-12-31,,pp. 211-226,,,,Ouest,Langue|Application
0543,Cahiers franco-canadiens de l'Ouest,"Langues, cultures et territoires, quels rapports?","LAFONTANT, Jean",,,7,2,1995,1995-01-01,1995-12-31,,pp. 227-248,,,,Ouest,Sociologie|Identité|Langue|Comportement
0544,Cahiers franco-canadiens de l'Ouest,Ne brûlons pas les étapes,"LESAGE, Gilles",,,7,1,1995,1995-01-01,1995-12-31,,pp. 5-44,,,,Ouest,Histoire|Autochtone|Éducation|Histoire
0545,Cahiers franco-canadiens de l'Ouest,L'histoire de la médecine dans la colonie de la Rivière-Rouge,"FRANCOIS, José|VERRETTE, Michel",,,7,1,1995,1995-01-01,1995-12-31,,pp. 45-70,,,,Ouest,Histoire|Sociologie|Services
0546,Cahiers franco-canadiens de l'Ouest,"L'état de santé de Métisses francophones du Manitoba, 1852-1911","KERMOAL, Nathalie",,,7,1,1995,1995-01-01,1995-12-31,,pp. 71-90,,,,Ouest|Manitoba,Histoire|Populations|Femmes
0547,Cahiers franco-canadiens de l'Ouest,"Les étapes de l'électrification rurale dans l'Ouest canadien, 1920-1960","TREMBLAY, Yves",,,7,1,1995,1995-01-01,1995-12-31,,pp. 91-117,,,,Ouest,Histoire
0548,Cahiers franco-canadiens de l'Ouest,Les Franco-Albertains et la gestion de leurs écoles,"JULIEN, Richard",,,7,1,1995,1995-01-01,1995-12-31,,pp. 119-154,,,,Ouest|Alberta,Éducation|Administration|Droit|École
